schlcode	c_size	c_boys	c_girls	c_numcl	c_pik	c_status	c_leom	c_tip	c_num4rd	c_type	flgrm4	mrkgrm4	ngrm4	flmth4	mrkmth4	nmth4	towncode	townname	popcode	tip_a	grade	classid	classize	_type_	_freq_	cohsize	mathsize	avgmath	passmath	verbsize	avgverb	passverb	studchk	misskov2	missagg	nmiss_k	nmiss_a	classct	math_n	flmath_n	nmath_n	verb_n	flverb_n	nverb_n	impute	nverb_m	nmath_m	tip_s	townid	tipuach
41327	59	31	28	18	1	1	1	"4"	2	2	17	67	58	34.48	65	58	70003	"ÉÖå"	11	16	4	1	31	0	2	59	30	61.3	40	30	64.13	16.7	1	0	0	0	0	2	64.62138	34.49655	58	66.66931	17.27931	58	0			16	70003	16
41327	59	31	28	18	1	1	1	"4"	2	2	17	67	58	34.48	65	58	70003	"ÉÖå"	11	16	4	2	28	0	2	59	28	68.18	28.6	28	69.39	17.9	1	0	0	0	0	2	64.62138	34.49655	58	66.66931	17.27931	58	0			16	70003	16
41329	119	74	45	26	1	1	1	"1"	4	3	5	78	99	8.65	76	104	83006	"èÖâñå èÖôÄò"	11	4	4	1	37	0	3	110	33	76.45	6.1	33	80.15	0	1	0	0	0	0	3	76.46808	8.672115	104	77.53364	5.048485	99	0			4	83006	4
41329	119	74	45	26	1	1	1	"1"	4	3	5	78	99	8.65	76	104	83006	"èÖâñå èÖôÄò"	11	4	4	2	37	0	3	110	36	76.58	11.1	36	75.33	8.3	1	0	0	0	0	3	76.46808	8.672115	104	77.53364	5.048485	99	0			4	83006	4
41329	119	74	45	26	1	1	1	"1"	4	3	5	78	99	8.65	76	104	83006	"èÖâñå èÖôÄò"	11	4	4	3	36	0	3	110	35	76.37	8.6	30	77.3	6.7	1	0	0	0	0	3	76.46808	8.672115	104	77.53364	5.048485	99	0			4	83006	4
41330	91	40	51	18	1	1	1	"1"	3	3	13	70	84	32.14	69	84	83006	"èÖâñå èÖôÄò"	11	8	4	1	34	0	3	91	30	68.3	33.3	30	70.37	10	1	0	0	0	0	3	68.84322	32.11071	84	69.47964	13.08571	84	0			8	83006	8
41330	91	40	51	18	1	1	1	"1"	3	3	13	70	84	32.14	69	84	83006	"èÖâñå èÖôÄò"	11	8	4	2	29	0	3	91	27	73.22	25.9	27	73.04	14.8	1	0	0	0	0	3	68.84322	32.11071	84	69.47964	13.08571	84	0			8	83006	8
41330	91	40	51	18	1	1	1	"1"	3	3	13	70	84	32.14	69	84	83006	"èÖâñå èÖôÄò"	11	8	4	3	28	0	3	91	27	65.07	37	27	64.93	14.8	1	0	0	0	0	3	68.84322	32.11071	84	69.47964	13.08571	84	0			8	83006	8
41335	102	56	46	17	1	1	1	"1"	3	3	13	76	92	17.2	74	93	84004	"öÖÅÖáò"	11	3	4	1	35	0	3	102	33	79.58	12.1	32	75.88	15.6	1	0	0	0	0	3	73.63354	17.19032	93	76.1338	13.04457	92	0			3	84004	3
41335	102	56	46	17	1	1	1	"1"	3	3	13	76	92	17.2	74	93	84004	"öÖÅÖáò"	11	3	4	2	34	0	3	102	31	71.9	22.6	31	77.26	9.7	1	0	0	0	0	3	73.63354	17.19032	93	76.1338	13.04457	92	0			3	84004	3
41335	102	56	46	17	1	1	1	"1"	3	3	13	76	92	17.2	74	93	84004	"öÖÅÖáò"	11	3	4	3	33	0	3	102	29	68.72	17.2	29	75.21	13.8	1	0	0	0	0	3	73.63354	17.19032	93	76.1338	13.04457	92	0			3	84004	3
41336	33	21	12	8	1	1	1	"1"	1	1	9	82	32	12.5	78	32	3319	"âÅñ òâê"	11	3	4	1	33	0	1	33	32	77.66	12.5	32	81.59	9.4	1	0	0	0	0	1	77.66	12.5	32	81.59	9.4	32	0			3	3319	3
41338	32	32	0	11	2	1	1	"8"	2	1	88	24	17	90.91	21	22	6965	"É"Åá òîã"	12	46	4	1	20	0	1	20	22	21.41	90.9	17	24.29	88.2	1	0	0	0	0	1	21.41	90.9	22	24.29	88.2	17	0			46	6965	46
41339	67	30	37	14	2	1	1	"2"	2	2	7	75	61	24.19	75	62	83006	"èÖâñå èÖôÄò"	12	16	4	1	35	0	2	67	34	73.26	29.4	33	74.24	9.1	1	0	0	0	0	2	74.59225	24.20645	62	75.11213	6.57541	61	0			16	83006	16
41339	67	30	37	14	2	1	1	"2"	2	2	7	75	61	24.19	75	62	83006	"èÖâñå èÖôÄò"	12	16	4	2	32	0	2	67	28	76.21	17.9	28	76.14	3.6	1	0	0	0	0	2	74.59225	24.20645	62	75.11213	6.57541	61	0			16	83006	16
41340	156	84	72	25	1	1	1	"1"	5	4	9	78	117	22.31	73	121	83006	"èÖâñå èÖôÄò"	11	4	4	2	36	0	4	145	27	73.22	14.8	26	80.38	11.5	1	0	0	1	0	4	74.63123	16.8382	89	77.68651	9.283721	86	0			4	83006	4
41340	156	84	72	25	1	1	1	"1"	5	4	9	78	117	22.31	73	121	83006	"èÖâñå èÖôÄò"	11	4	4	3	37	0	4	145	34	77.68	14.7	34	76.71	8.8	1	0	0	1	0	4	74.63123	16.8382	89	77.68651	9.283721	86	0			4	83006	4
41340	156	84	72	25	1	1	1	"1"	5	4	9	78	117	22.31	73	121	83006	"èÖâñå èÖôÄò"	11	4	4	4	36	0	4	145	28	72.29	21.4	26	76.27	7.7	1	0	0	1	0	4	74.63123	16.8382	89	77.68651	9.283721	86	0			4	83006	4
41340	156	84	72	25	1	1	1	"1"	5	4	9	78	117	22.31	73	121	83006	"èÖâñå èÖôÄò"	11	4	4	1	36	0	4	145	32	68.46313	37.52844	31	78.86967	8.212903		1	0	1	0	4	74.63123	16.8382	89	77.68651	9.283721	86	1	31	32	4	83006	4
41342	78	39	39	21	1	1	1	"2"	2	2	17	73	71	8.57	81	70	74005	"Ñâêöê"	11	9	4	2	40	0	2	78	35	79.34	8.6	36	73.75	13.9	1	0	0	1	0	2	79.34	8.6	35	73.75	13.9	36	0			9	74005	9
41342	78	39	39	21	1	1	1	"2"	2	2	17	73	71	8.57	81	70	74005	"Ñâêöê"	11	9	4	1	38	0	2	78	35	82.66	8.54	35	72.22857	20.18857		1	0	1	0	2	79.34	8.6	35	73.75	13.9	36	1	35	35	9	74005	9
41343	86	45	41	15	1	1	1	"1"	3	2	11	76	61	30.16	71	63	84004	"öÖÅÖáò"	11	6	4	1	36	0	2	71	31	71.97	32.3	31	75.58	16.1	1	0	0	0	0	2	71.09635	30.16667	63	76.31279	11.47705	61	0			6	84004	6
41343	86	45	41	15	1	1	1	"1"	3	2	11	76	61	30.16	71	63	84004	"öÖÅÖáò"	11	6	4	2	35	0	2	71	32	70.25	28.1	30	77.07	6.7	1	0	0	0	0	2	71.09635	30.16667	63	76.31279	11.47705	61	0			6	84004	6
41344	52	23	29	17	1	1	1	"1"	2	2	6	81	51	9.8	80	51	6817	"åÄÖéô öíÅÇ"	11	0	4	1	22	0	2	52	30	77.83	13.3	30	78.93	10	1	0	0	0	0	2	79.56765	9.8	51	80.48647	5.882353	51	0			0	6817	0
41344	52	23	29	17	1	1	1	"1"	2	2	6	81	51	9.8	80	51	6817	"åÄÖéô öíÅÇ"	11	0	4	2	30	0	2	52	21	82.05	4.8	21	82.71	0	1	0	0	0	0	2	79.56765	9.8	51	80.48647	5.882353	51	0			0	6817	0
41345	105	51	54	18	1	1	1	"1"	3	3	13	73	99	23.76	70	101	83006	"èÖâñå èÖôÄò"	11	4	4	1	36	0	3	105	35	70.63	20	34	73.53	20.6	1	0	0	1	0	3	71.33464	20.29565	69	73.10641	13.45821	67	0			4	83006	4
41345	105	51	54	18	1	1	1	"1"	3	3	13	73	99	23.76	70	101	83006	"èÖâñå èÖôÄò"	11	4	4	3	35	0	3	105	34	72.06	20.6	33	72.67	6.1	1	0	0	1	0	3	71.33464	20.29565	69	73.10641	13.45821	67	0			4	83006	4
41345	105	51	54	18	1	1	1	"1"	3	3	13	73	99	23.76	70	101	83006	"èÖâñå èÖôÄò"	11	4	4	2	34	0	3	105	32	67.12218	31.23	32	72.77719	12.04062		1	0	1	0	3	71.33464	20.29565	69	73.10641	13.45821	67	1	32	32	4	83006	4
41346	75	41	34	13	1	1	1	"1"	2	2	8	74	73	29.73	74	74	69005	"ÄÅë òîã"	11	5	4	1	40	0	2	75	40	70.38	27.5	40	71.18	12.5	1	0	0	0	0	2	74.51514	29.75135	74	73.54877	8.20548	73	0			5	69005	5
41346	75	41	34	13	1	1	1	"1"	2	2	8	74	73	29.73	74	74	69005	"ÄÅë òîã"	11	5	4	2	35	0	2	75	34	79.38	32.4	33	76.42	3	1	0	0	0	0	2	74.51514	29.75135	74	73.54877	8.20548	73	0			5	69005	5
41347	107	64	43	21	1	1	1	"1"	4	3	16	73	96	31.25	64	96	97006	"èÖòôÑ ÉÖÑ"	11	5	4	1	32	0	3	98	31	66.81	25.8	31	73.77	25.8	1	0	0	0	0	3	64.33604	31.27708	96	73.47813	15.63646	96	0			5	97006	5
41347	107	64	43	21	1	1	1	"1"	4	3	16	73	96	31.25	64	96	97006	"èÖòôÑ ÉÖÑ"	11	5	4	2	34	0	3	98	34	59.15	47.1	34	68.15	14.7	1	0	0	0	0	3	64.33604	31.27708	96	73.47813	15.63646	96	0			5	97006	5
41347	107	64	43	21	1	1	1	"1"	4	3	16	73	96	31.25	64	96	97006	"èÖòôÑ ÉÖÑ"	11	5	4	3	32	0	3	98	31	67.55	19.4	31	79.03	6.5	1	0	0	0	0	3	64.33604	31.27708	96	73.47813	15.63646	96	0			5	97006	5
41348	173	93	80	38	1	1	1	"2"	5	4	5	80	127	14.17	76	127	74005	"Ñâêöê"	11	8	4	1	40	0	4	158	30	80.47	20	30	81.4	0	1	0	0	0	0	4	75.87354	14.16929	127	79.59756	4.731496	127	0			8	74005	8
41348	173	93	80	38	1	1	1	"2"	5	4	5	80	127	14.17	76	127	74005	"Ñâêöê"	11	8	4	2	40	0	4	158	32	78.19	15.6	32	79.84	6.3	1	0	0	0	0	4	75.87354	14.16929	127	79.59756	4.731496	127	0			8	74005	8
41348	173	93	80	38	1	1	1	"2"	5	4	5	80	127	14.17	76	127	74005	"Ñâêöê"	11	8	4	3	40	0	4	158	33	73.36	9.1	33	77.45	12.1	1	0	0	0	0	4	75.87354	14.16929	127	79.59756	4.731496	127	0			8	74005	8
41348	173	93	80	38	1	1	1	"2"	5	4	5	80	127	14.17	76	127	74005	"Ñâêöê"	11	8	4	4	38	0	4	158	32	71.84	12.5	32	79.88	0	1	0	0	0	0	4	75.87354	14.16929	127	79.59756	4.731496	127	0			8	74005	8
41362	69	38	31	15	2	2	1	"1"	2	2	6	81	67	25.37	78	67	35576	"çâéÖÉó"	12	4	4	1	38	0	2	69	30	74	30	30	80.4	10	1	0	0	0	0	2	78.03134	25.36119	67	80.86388	5.968657	67	0			4	35576	4
41362	69	38	31	15	2	2	1	"1"	2	2	6	81	67	25.37	78	67	35576	"çâéÖÉó"	12	4	4	2	31	0	2	69	37	81.3	21.6	37	81.24	2.7	1	0	0	0	0	2	78.03134	25.36119	67	80.86388	5.968657	67	0			4	35576	4
41363	91	52	39	20	1	1	1	"2"	3	3	13	73	83	27.71	75	83	83006	"èÖâñå èÖôÄò"	11	8	4	2	31	0	3	91	29	75.17	31	29	75.17	10.3	1	0	0	1	0	3	74.4275	30.325	56	71.76608	14.25357	56	0			8	83006	8
41363	91	52	39	20	1	1	1	"2"	3	3	13	73	83	27.71	75	83	83006	"èÖâñå èÖôÄò"	11	8	4	3	31	0	3	91	27	73.63	29.6	27	68.11	18.5	1	0	0	1	0	3	74.4275	30.325	56	71.76608	14.25357	56	0			8	83006	8
41363	91	52	39	20	1	1	1	"2"	3	3	13	73	83	27.71	75	83	83006	"èÖâñå èÖôÄò"	11	8	4	1	29	0	3	91	27	76.18741	22.2863	27	75.55926	10.4		1	0	1	0	3	74.4275	30.325	56	71.76608	14.25357	56	1	27	27	8	83006	8
41364	116	67	49	20	1	1	1	"1"	3	3	9	77	106	25.45	76	110	83006	"èÖâñå èÖôÄò"	11	4	4	1	37	0	3	116	35	77.14	25.7	35	79.03	8.6	1	0	0	1	0	3	76.02451	19.7169	71	79.19717	10.46269	67	0			4	83006	4
41364	116	67	49	20	1	1	1	"1"	3	3	9	77	106	25.45	76	110	83006	"èÖâñå èÖôÄò"	11	4	4	3	40	0	3	116	36	74.94	13.9	32	79.38	12.5	1	0	0	1	0	3	76.02451	19.7169	71	79.19717	10.46269	67	0			4	83006	4
41364	116	67	49	20	1	1	1	"1"	3	3	9	77	106	25.45	76	110	83006	"èÖâñå èÖôÄò"	11	4	4	2	39	0	3	116	39	75.95538	35.88718	39	73.22539	6.487179		1	0	1	0	3	76.02451	19.7169	71	79.19717	10.46269	67	1	39	39	4	83006	4
41365	49	28	21	15	1	1	1	"4"	2	2	21	61	42	46.81	55	47	70003	"ÉÖå"	11	43	4	1	27	0	2	49	26	56.81	38.5	21	62.24	19	1	0	0	0	0	2	54.79042	46.81064	47	60.835	21.4	42	0			43	70003	43
41365	49	28	21	15	1	1	1	"4"	2	2	21	61	42	46.81	55	47	70003	"ÉÖå"	11	43	4	2	22	0	2	49	21	52.29	57.1	21	59.43	23.8	1	0	0	0	0	2	54.79042	46.81064	47	60.835	21.4	42	0			43	70003	43
41366	74	36	38	17	1	1	1	"2"	3	2	2	82	56	12.28	78	57	72009	"ÑêÖâñ ëê"	11	8	4	1	32	0	2	62	28	83.5	3.6	27	88.44	0	1	0	0	0	0	2	78.0714	12.3	57	81.65607	1.760714	56	0			8	72009	8
41366	74	36	38	17	1	1	1	"2"	3	2	2	82	56	12.28	78	57	72009	"ÑêÖâñ ëê"	11	8	4	2	30	0	2	62	29	72.83	20.7	29	75.34	3.4	1	0	0	0	0	2	78.0714	12.3	57	81.65607	1.760714	56	0			8	72009	8
41367	135	67	68	25	1	1	1	"1"	5	4	9	79	113	16.81	74	113	87007	"Ñêêíò"	11	3	4	1	33	0	4	124	28	72	17.9	28	76.32	10.7	1	0	0	1	0	4	73.21667	15.5	84	77.76	10.73333	84	0			3	87007	3
41367	135	67	68	25	1	1	1	"1"	5	4	9	79	113	16.81	74	113	87007	"Ñêêíò"	11	3	4	2	30	0	4	124	28	75.79	14.3	28	82.5	3.6	1	0	0	1	0	4	73.21667	15.5	84	77.76	10.73333	84	0			3	87007	3
41367	135	67	68	25	1	1	1	"1"	5	4	9	79	113	16.81	74	113	87007	"Ñêêíò"	11	3	4	4	31	0	4	124	28	71.86	14.3	28	74.46	17.9	1	0	0	1	0	4	73.21667	15.5	84	77.76	10.73333	84	0			3	87007	3
41367	135	67	68	25	1	1	1	"1"	5	4	9	79	113	16.81	74	113	87007	"Ñêêíò"	11	3	4	3	30	0	4	124	29	76.26897	20.60448	29	82.59172	3.97931		1	0	1	0	4	73.21667	15.5	84	77.76	10.73333	84	1	29	29	3	87007	3
41368	101	48	53	19	1	2	1	"4"	3	3	3	78	94	12.77	80	94	26609	"ÑêÅâ"	11	16	4	1	34	0	3	101	30	83.67	13.3	30	78.27	3.3	1	0	0	1	0	3	82.19387	11.2871	62	81.43903	1.596774	62	0			16	26609	16
41368	101	48	53	19	1	2	1	"4"	3	3	3	78	94	12.77	80	94	26609	"ÑêÅâ"	11	16	4	3	33	0	3	101	32	80.81	9.4	32	84.41	0	1	0	0	1	0	3	82.19387	11.2871	62	81.43903	1.596774	62	0			16	26609	16
41368	101	48	53	19	1	2	1	"4"	3	3	3	78	94	12.77	80	94	26609	"ÑêÅâ"	11	16	4	2	34	0	3	101	32	75.74937	15.64312	32	71.33688	5.71875		1	0	1	0	3	82.19387	11.2871	62	81.43903	1.596774	62	1	32	32	16	26609	16
41369	101	49	52	19	2	2	1	"1"	3	3	9	77	106	31.13	75	106	35600	"ÑêóåÄ"	12	4	4	1	34	0	3	101	36	76.75	16.7	36	81.67	2.8	1	0	0	0	0	3	74.61368	31.12925	106	76.89547	9.436792	106	0			4	35600	4
41369	101	49	52	19	2	2	1	"1"	3	3	9	77	106	31.13	75	106	35600	"ÑêóåÄ"	12	4	4	2	33	0	3	101	35	74.54	37.1	35	73.94	14.3	1	0	0	0	0	3	74.61368	31.12925	106	76.89547	9.436792	106	0			4	35600	4
41369	101	49	52	19	2	2	1	"1"	3	3	9	77	106	31.13	75	106	35600	"ÑêóåÄ"	12	4	4	3	34	0	3	101	35	72.49	40	35	74.94	11.4	1	0	0	0	0	3	74.61368	31.12925	106	76.89547	9.436792	106	0			4	35600	4
41370	24	11	13	6	2	2	1	"1"	1	1	14	79	22	18.18	67	22	35717	"èÖòéÖô âÅô"	12	4	4	1	24	0	1	24	22	67.09	18.2	22	79.09	13.6	1	0	0	0	0	1	67.09	18.2	22	79.09	13.6	22	0			4	35717	4
41371	33	17	16	6	1	1	1	""	1	1	9	70	33	24.24	69	33	83006	"èÖâñå èÖôÄò"	11	5	4	1	33	0	1	33	33	69.33	24.2	33	70.12	9.1	1	0	0	0	0	1	69.33	24.2	33	70.12	9.1	33	0					5
41381	77	38	39	17	1	1	1	"4"	2	2	19	62	73	17.33	66	75	85001	"Ñåéò"	11	30	4	2	38	0	2	77	37	67.76	13.5	35	65.11	17.1	1	0	0	1	0	2	67.76	13.5	37	65.11	17.1	35	0			30	85001	30
41381	77	38	39	17	1	1	1	"4"	2	2	19	62	73	17.33	66	75	85001	"Ñåéò"	11	30	4	1	39	0	2	77	38	64.28632	21.05921	38	59.13552	20.75		1	0	1	0	2	67.76	13.5	37	65.11	17.1	35	1	38	38	30	85001	30
41382	115	50	65	18	1	1	1	"2"	3	3	13	73	96	33.33	69	99	79004	"ÑÖóö áöî"	11	9	4	1	39	0	3	115	32	75.13	18.8	30	75.17	10	1	0	0	0	0	3	69.46505	33.35556	99	72.55406	12.475	96	0			9	79004	9
41382	115	50	65	18	1	1	1	"2"	3	3	13	73	96	33.33	69	99	79004	"ÑÖóö áöî"	11	9	4	2	38	0	3	115	33	66.12	36.4	33	68.94	24.2	1	0	0	0	0	3	69.46505	33.35556	99	72.55406	12.475	96	0			9	79004	9
41382	115	50	65	18	1	1	1	"2"	3	3	13	73	96	33.33	69	99	79004	"ÑÖóö áöî"	11	9	4	3	38	0	3	115	34	67.38	44.1	33	73.79	3	1	0	0	0	0	3	69.46505	33.35556	99	72.55406	12.475	96	0			9	79004	9
41383	213	100	113	31	1	1	1	"1"	6	6	4	81	203	15.69	80	204	83006	"èÖâñå èÖôÄò"	11	2	4	1	37	0	6	213	37	84.73	2.7	36	81.86	5.6	1	0	0	1	0	6	79.63286	13.11667	168	80.00584	4.231928	166	0			2	83006	2
41383	213	100	113	31	1	1	1	"1"	6	6	4	81	203	15.69	80	204	83006	"èÖâñå èÖôÄò"	11	2	4	2	35	0	6	213	33	75.85	18.2	33	80.61	6.1	1	0	0	1	0	6	79.63286	13.11667	168	80.00584	4.231928	166	0			2	83006	2
41383	213	100	113	31	1	1	1	"1"	6	6	4	81	203	15.69	80	204	83006	"èÖâñå èÖôÄò"	11	2	4	3	36	0	6	213	33	83.52	15.2	33	81	3	1	0	0	1	0	6	79.63286	13.11667	168	80.00584	4.231928	166	0			2	83006	2
41383	213	100	113	31	1	1	1	"1"	6	6	4	81	203	15.69	80	204	83006	"èÖâñå èÖôÄò"	11	2	4	4	34	0	6	213	30	76.77	16.7	30	78.5	0	1	0	0	1	0	6	79.63286	13.11667	168	80.00584	4.231928	166	0			2	83006	2
41383	213	100	113	31	1	1	1	"1"	6	6	4	81	203	15.69	80	204	83006	"èÖâñå èÖôÄò"	11	2	4	6	35	0	6	213	35	76.6	14.3	34	77.82	5.9	1	0	0	1	0	6	79.63286	13.11667	168	80.00584	4.231928	166	0			2	83006	2
41383	213	100	113	31	1	1	1	"1"	6	6	4	81	203	15.69	80	204	83006	"èÖâñå èÖôÄò"	11	2	4	5	36	0	6	213	36	81.71333	27.69889	37	85.46027	2.95946		1	0	1	0	6	79.63286	13.11667	168	80.00584	4.231928	166	1	37	36	2	83006	2
41384	72	31	41	14	2	2	1	"1"	2	2	3	82	62	9.68	79	62	36400	"èÖòéÖô âêòó"	12	5	4	2	41	0	2	72	35	74.57	14.3	35	80.4	5.7	1	0	0	1	0	2	74.57	14.3	35	80.4	5.7	35	0			5	36400	5
41384	72	31	41	14	2	2	1	"1"	2	2	3	82	62	9.68	79	62	36400	"èÖòéÖô âêòó"	12	5	4	1	31	0	2	72	27	84.74259	3.691111	27	84.07407			1	0	1	0	2	74.57	14.3	35	80.4	5.7	35	1	27	27	5	36400	5
41385	139	71	68	26	1	1	1	"2"	4	4	12	77	131	24.63	70	134	69005	"ÄÅë òîã"	11	6	4	1	34	0	4	139	33	71.94	33.3	31	80.9	9.7	1	0	0	1	0	4	70.14832	25.74752	101	76.98687	12.14849	99	0			6	69005	6
41385	139	71	68	26	1	1	1	"2"	4	4	12	77	131	24.63	70	134	69005	"ÄÅë òîã"	11	6	4	2	35	0	4	139	36	67.58	25	36	75.97	16.7	1	0	0	1	0	4	70.14832	25.74752	101	76.98687	12.14849	99	0			6	69005	6
41385	139	71	68	26	1	1	1	"2"	4	4	12	77	131	24.63	70	134	69005	"ÄÅë òîã"	11	6	4	3	34	0	4	139	32	71.19	18.8	32	74.34	9.4	1	0	0	1	0	4	70.14832	25.74752	101	76.98687	12.14849	99	0			6	69005	6
41385	139	71	68	26	1	1	1	"2"	4	4	12	77	131	24.63	70	134	69005	"ÄÅë òîã"	11	6	4	4	36	0	4	139	33	69.54606	21.2097	32	77.04063	11.54062		1	0	1	0	4	70.14832	25.74752	101	76.98687	12.14849	99	1	32	33	6	69005	6
41388	128	67	61	18	1	1	1	"5"	4	4	12	70	123	30.65	62	124	85001	"Ñåéò"	11	13	4	1	34	0	4	128	33	59.88	33.3	33	69.94	18.2	1	0	0	1	0	4	60.50462	34.07033	91	69.835	13.32333	90	0			13	85001	13
41388	128	67	61	18	1	1	1	"5"	4	4	12	70	123	30.65	62	124	85001	"Ñåéò"	11	13	4	2	28	0	4	128	25	66.8	20	24	70.88	8.3	1	0	0	1	0	4	60.50462	34.07033	91	69.835	13.32333	90	0			13	85001	13
41388	128	67	61	18	1	1	1	"5"	4	4	12	70	123	30.65	62	124	85001	"Ñåéò"	11	13	4	4	33	0	4	128	33	56.36	45.5	33	68.97	12.1	1	0	0	1	0	4	60.50462	34.07033	91	69.835	13.32333	90	0			13	85001	13
41388	128	67	61	18	1	1	1	"5"	4	4	12	70	123	30.65	62	124	85001	"Ñåéò"	11	13	4	3	33	0	4	128	33	66.12363	21.21818	33	70.45	8.390909		1	0	1	0	4	60.50462	34.07033	91	69.835	13.32333	90	1	33	33	13	85001	13
41390	112	54	58	22	1	1	1	"1"	3	3	10	79	92	26.09	73	92	87007	"Ñêêíò"	11	3	4	1	39	0	3	112	37	75.76	27	37	80.95	5.4	1	0	0	0	0	3	72.98848	26.06739	92	79.40348	9.771739	92	0			3	87007	3
41390	112	54	58	22	1	1	1	"1"	3	3	10	79	92	26.09	73	92	87007	"Ñêêíò"	11	3	4	2	35	0	3	112	27	73.7	14.8	27	82.11	14.8	1	0	0	0	0	3	72.98848	26.06739	92	79.40348	9.771739	92	0			3	87007	3
41390	112	54	58	22	1	1	1	"1"	3	3	10	79	92	26.09	73	92	87007	"Ñêêíò"	11	3	4	3	38	0	3	112	28	68.64	35.7	28	74.75	10.7	1	0	0	0	0	3	72.98848	26.06739	92	79.40348	9.771739	92	0			3	87007	3
41391	152	79	73	22	1	1	1	"1"	4	4	15	73	142	38.62	68	145	87007	"Ñêêíò"	11	5	4	1	38	0	4	152	38	67.76	42.1	38	73.84	15.8	1	0	0	0	0	4	68.37352	38.62965	145	73.29662	15.52394	142	0			5	87007	5
41391	152	79	73	22	1	1	1	"1"	4	4	15	73	142	38.62	68	145	87007	"Ñêêíò"	11	5	4	2	37	0	4	152	33	71.79	27.3	33	78.52	6.1	1	0	0	0	0	4	68.37352	38.62965	145	73.29662	15.52394	142	0			5	87007	5
41391	152	79	73	22	1	1	1	"1"	4	4	15	73	142	38.62	68	145	87007	"Ñêêíò"	11	5	4	3	38	0	4	152	37	66.57	51.4	35	71.8	22.9	1	0	0	0	0	4	68.37352	38.62965	145	73.29662	15.52394	142	0			5	87007	5
41391	152	79	73	22	1	1	1	"1"	4	4	15	73	142	38.62	68	145	87007	"Ñêêíò"	11	5	4	4	39	0	4	152	37	67.76	32.4	36	69.39	16.7	1	0	0	0	0	4	68.37352	38.62965	145	73.29662	15.52394	142	0			5	87007	5
41392	71	45	26	18	1	1	1	"4"	3	2	21	55	47	58.33	56	48	74005	"Ñâêöê"	11	25	4	1	29	0	2	57	24	55.88	58.3	24	56.29	12.5	1	0	0	0	0	2	56.17	58.3	48	55.08617	21.25957	47	0			25	74005	25
41392	71	45	26	18	1	1	1	"4"	3	2	21	55	47	58.33	56	48	74005	"Ñâêöê"	11	25	4	2	28	0	2	57	24	56.46	58.3	23	53.83	30.4	1	0	0	0	0	2	56.17	58.3	48	55.08617	21.25957	47	0			25	74005	25
41394	77	41	36	14	1	1	1	"1"	2	2	5	78	73	11.27	82	71	83006	"èÖâñå èÖôÄò"	11	3	4	1	39	0	2	77	37	84.38	10.8	37	81	0	1	0	0	0	0	2	81.71747	11.27887	71	78.44055	5.473973	73	0			3	83006	3
41394	77	41	36	14	1	1	1	"1"	2	2	5	78	73	11.27	82	71	83006	"èÖâñå èÖôÄò"	11	3	4	2	38	0	2	77	34	78.82	11.8	36	75.81	11.1	1	0	0	0	0	2	81.71747	11.27887	71	78.44055	5.473973	73	0			3	83006	3
41397	29	16	13	6	1	1	1	""	1	1	8	79	26	26.92	75	26	84004	"öÖÅÖáò"	11	0	4	1	29	0	1	29	26	75.04	26.9	26	79.46	7.7	1	0	0	0	0	1	75.04	26.9	26	79.46	7.7	26	0			0	84004	0
41398	42	20	22	9	2	2	1	"1"	2	2	23	68	30	61.29	58	31	35790	"ÑòÖé èÖåÄ"	12	8	4	1	20	0	2	42	11	72.27	36.4	10	70.5	20	1	0	0	0	0	2	58.09581	61.30323	31	67.96667	23.33333	30	0			8	35790	8
41398	42	20	22	9	2	2	1	"1"	2	2	23	68	30	61.29	58	31	35790	"ÑòÖé èÖåÄ"	12	8	4	2	22	0	2	42	20	50.3	75	20	66.7	25	1	0	0	0	0	2	58.09581	61.30323	31	67.96667	23.33333	30	0			8	35790	8
41399	66	44	22	14	2	2	1	"5"	2	2	9	76	58	32.76	76	58	26609	"ÑêÅâ"	12	32	4	2	32	0	2	66	26	79.65	23.1	26	76.42	7.7	1	0	0	1	0	2	79.65	23.1	26	76.42	7.7	26	0			32	26609	32
41399	66	44	22	14	2	2	1	"5"	2	2	9	76	58	32.76	76	58	26609	"ÑêÅâ"	12	32	4	1	34	0	2	66	32	73.03438	40.60875	32	75.65875	10.05625		1	0	1	0	2	79.65	23.1	26	76.42	7.7	26	1	32	32	32	26609	32
41400	106	55	51	19	1	1	1	"1"	3	3	13	79	106	22.64	74	106	79004	"ÑÖóö áöî"	11	3	4	1	36	0	3	106	36	76.14	25	36	75.31	16.7	1	0	0	0	0	3	74.40651	22.62264	106	78.57887	13.23302	106	0			3	79004	3
41400	106	55	51	19	1	1	1	"1"	3	3	13	79	106	22.64	74	106	79004	"ÑÖóö áöî"	11	3	4	2	36	0	3	106	35	72.06	25.7	35	82.86	8.6	1	0	0	0	0	3	74.40651	22.62264	106	78.57887	13.23302	106	0			3	79004	3
41400	106	55	51	19	1	1	1	"1"	3	3	13	79	106	22.64	74	106	79004	"ÑÖóö áöî"	11	3	4	3	34	0	3	106	35	74.97	17.1	35	77.66	14.3	1	0	0	0	0	3	74.40651	22.62264	106	78.57887	13.23302	106	0			3	79004	3
